carat,depth,table,x,y,z,price,cut,color,clarity
0.51,61.6,56,5.13,5.18,3.18,1427,Ideal,G,VS2
0.53,62.3,56,5.19,5.23,3.24,1427,Ideal,I,VS1
0.41,61.9,56,4.76,4.8,2.96,1427,Ideal,D,VS1
0.41,61.1,56,4.8,4.83,2.94,1427,Ideal,D,VS1
0.52,61.7,56,5.15,5.19,3.19,1428,Ideal,G,VS2
0.5,57.5,56,5.3,5.24,3.03,1429,Good,G,VS1
0.55,60.8,56,5.3,5.36,3.24,1429,Ideal,G,SI1
0.58,65,56,5.23,5.17,3.38,1430,Fair,G,VS2
0.51,61,56,5.15,5.17,3.15,1431,Ideal,D,SI1
0.51,61.5,56,5.15,5.16,3.17,1431,Ideal,D,SI1
0.41,61.7,56,4.8,4.77,2.95,1431,Ideal,G,IF
0.41,61.7,56,4.8,4.77,2.95,1431,Ideal,G,IF
0.41,61.7,56,4.82,4.78,2.96,1431,Ideal,E,VVS1
0.41,61.3,56,4.81,4.79,2.94,1431,Ideal,E,VVS1
0.41,61.7,56,4.77,4.8,2.95,1432,Ideal,E,VVS2
0.57,62.7,56,5.32,5.27,3.32,1432,Ideal,F,SI2
0.31,61.3,56,4.36,4.38,2.68,507,Ideal,H,VS2
0.31,61.5,56,4.38,4.4,2.7,507,Ideal,H,VS2
0.31,61.2,56,4.35,4.37,2.67,507,Ideal,H,VS2
0.3,61.8,56,4.29,4.32,2.66,507,Ideal,G,VS2
0.31,61.8,56,4.38,4.39,2.71,507,Ideal,I,VS1
0.34,61.5,56,4.45,4.52,2.76,507,Very Good,G,SI1
0.28,62.1,56,4.19,4.23,2.61,508,Ideal,G,VS2
0.52,60.4,56,5.22,5.28,3.17,1432,Ideal,F,SI1
0.38,61.9,56,4.65,4.66,2.88,1433,Ideal,E,IF
0.43,61.2,56,4.84,4.87,2.97,1433,Very Good,E,VVS1
0.43,61.9,56,4.81,4.85,2.99,1433,Very Good,E,VVS1
0.38,61.1,56,4.67,4.72,2.87,1433,Ideal,E,IF
0.43,61.8,56,4.86,4.88,3.01,1433,Ideal,G,IF
0.6,62,56,5.44,5.4,3.36,1433,Premium,H,SI1
0.53,61.7,56,5.17,5.21,3.2,1435,Ideal,H,VS2
0.57,61.5,56,5.32,5.35,3.28,1436,Ideal,E,SI1
0.5,63.2,56,5.01,5.05,3.18,1436,Good,F,VS2
0.56,62.9,56,5.25,5.27,3.31,1436,Very Good,F,SI1
0.5,63.7,56,5.05,5.09,3.23,1436,Good,D,SI1
0.5,63.3,56,5.07,5.1,3.22,1436,Good,D,SI1
0.5,62.5,56,5.06,5.09,3.17,1436,Very Good,F,VS2
0.5,62.8,56,5.05,5.07,3.18,1436,Very Good,F,VS2
0.51,61.1,56,5.16,5.18,3.16,1437,Ideal,I,VS2
0.51,61.1,56,5.11,5.16,3.14,1438,Ideal,H,VS1
0.51,62.4,56,5.11,5.14,3.2,1438,Ideal,G,VS2
0.51,62.8,56,5.07,5.15,3.21,1438,Very Good,E,SI1
0.58,62.9,56,5.31,5.35,3.35,1438,Very Good,D,SI2
0.53,61.4,56,5.21,5.25,3.21,1438,Ideal,E,SI2
0.61,61.8,56,5.44,5.41,3.35,1438,Premium,I,VS2
0.41,61.3,56,4.76,4.77,2.92,1439,Ideal,F,IF
0.41,61.9,56,4.77,4.79,2.96,1439,Ideal,F,IF
0.41,61.6,56,4.79,4.82,2.96,1439,Ideal,F,IF
0.41,61.4,56,4.77,4.81,2.94,1439,Ideal,F,IF
0.41,61.9,56,4.78,4.81,2.97,1439,Ideal,F,IF
0.41,61.4,56,4.81,4.83,2.96,1439,Ideal,F,IF
0.41,61.7,56,4.79,4.83,2.97,1439,Ideal,F,IF
0.47,61.3,56,5.03,5.05,3.09,1441,Ideal,G,VVS1
0.56,62.5,56,5.28,5.21,3.28,1441,Ideal,G,SI1
0.56,63.2,56,5.29,5.24,3.33,1441,Very Good,F,SI1
0.7,64.3,56,5.62,5.57,3.6,1442,Good,J,SI1
0.58,59.9,56,5.41,5.47,3.26,1442,Ideal,F,SI1
0.58,62.7,56,5.32,5.3,3.33,1442,Ideal,D,SI2
0.51,62,56,5.18,5.11,3.19,1443,Ideal,G,VS2
0.51,63.9,56,5.1,5.07,3.25,1443,Good,G,VS2
0.51,61.1,56,5.2,5.17,3.17,1443,Ideal,E,SI1
0.51,62.3,56,5.15,5.12,3.2,1443,Ideal,E,SI1
0.51,62.5,56,5.1,5.07,3.18,1443,Ideal,E,SI1
0.51,63.9,56,5.11,5.07,3.25,1443,Good,E,SI1
0.51,60.3,56,5.27,5.17,3.15,1443,Premium,E,SI1
0.41,61.5,56,4.81,4.82,2.96,1444,Ideal,E,VVS1
0.52,63.7,56,5.08,5.13,3.25,1446,Very Good,G,VS2
0.52,60.2,56,5.23,5.27,3.16,1446,Very Good,G,VS2
0.5,60.8,56,5.17,5.19,3.14,1446,Ideal,H,VS2
0.52,61.6,56,5.14,5.18,3.18,1446,Ideal,F,VS2
0.5,61.9,56,5.08,5.13,3.16,1446,Ideal,H,SI1
0.55,60.9,56,5.28,5.32,3.23,1448,Ideal,E,SI1
0.55,62.4,56,5.23,5.25,3.27,1448,Ideal,G,VS2
0.55,60.2,56,5.32,5.37,3.22,1448,Ideal,F,SI1
0.5,62,56,5.08,5.11,3.16,1449,Ideal,G,VS2
0.5,62,56,5.09,5.11,3.16,1449,Ideal,G,VS2
0.53,62.5,56,5.16,5.18,3.23,1450,Very Good,G,VS2
0.52,61.3,56,5.14,5.2,3.17,1451,Ideal,F,VS2
0.52,63.8,56,5.06,5.1,3.24,1452,Very Good,D,SI1
0.5,61.6,56,5.09,5.11,3.14,1454,Very Good,D,SI1
0.52,60.1,56,5.24,5.27,3.16,1454,Ideal,I,VVS1
0.34,61.1,56,4.52,4.55,2.77,508,Ideal,H,SI1
0.3,61.8,56,4.31,4.33,2.67,508,Ideal,D,SI1
0.29,61.7,56,4.29,4.33,2.66,511,Ideal,H,VVS2
0.33,60.9,56,4.5,4.53,2.75,511,Ideal,H,SI1
0.25,63,56,3.98,4.02,2.52,512,Very Good,D,VVS2
0.31,63.2,56,4.27,4.31,2.71,512,Good,F,SI1
0.28,62.4,56,4.15,4.18,2.6,514,Very Good,D,VS1
0.28,61.6,56,4.22,4.26,2.61,514,Ideal,H,VVS2
0.3,62.1,56,4.29,4.31,2.67,515,Ideal,I,VVS2
0.3,62.6,56,4.26,4.3,2.68,515,Ideal,I,VVS2
0.3,62.2,56,4.27,4.31,2.67,515,Ideal,I,VVS2
0.3,62,56,4.29,4.32,2.67,515,Ideal,I,VVS2
0.3,63.1,56,4.24,4.28,2.69,515,Good,D,SI1
0.4,61.6,56,4.73,4.75,2.92,516,Ideal,H,SI2
0.34,61.3,56,4.48,4.52,2.76,516,Ideal,H,SI1
0.31,63.5,56,4.3,4.33,2.74,516,Good,F,SI1
0.31,62.3,56,4.32,4.35,2.7,516,Ideal,F,SI1
0.35,61.2,56,4.56,4.59,2.8,517,Ideal,G,SI2
0.32,63.8,56,4.38,4.36,2.79,517,Good,H,SI2
0.32,63.1,56,4.37,4.34,2.75,517,Very Good,H,SI2
0.27,62.5,56,4.14,4.18,2.6,518,Very Good,F,VS1
0.3,62.2,56,4.27,4.31,2.67,518,Ideal,I,VS1
0.32,62.9,56,4.37,4.4,2.76,393,Very Good,J,VS2
0.21,61.9,56,3.84,3.82,2.37,394,Premium,E,SI2
0.3,61.3,56,4.32,4.33,2.65,394,Ideal,I,SI1
0.3,62.3,56,4.32,4.35,2.7,394,Ideal,I,SI1
0.51,62.8,56,5.15,5.07,3.21,1546,Ideal,E,SI1
0.42,61.6,56,4.79,4.82,2.96,1547,Ideal,D,VVS1
0.42,62.8,56,4.76,4.8,3,1547,Very Good,D,VVS1
0.42,61.8,56,4.79,4.82,2.97,1547,Ideal,D,VVS1
0.55,62.3,56,5.26,5.24,3.27,1550,Ideal,J,VS1
0.55,62.3,56,5.23,5.26,3.27,1551,Ideal,E,SI1
0.55,62.3,56,5.24,5.29,3.28,1551,Very Good,G,VS2
0.55,61.7,56,5.24,5.29,3.25,1551,Ideal,E,SI1
0.55,60.6,56,5.3,5.33,3.22,1551,Ideal,E,SI1
0.59,61.8,56,5.37,5.41,3.33,1552,Very Good,H,VS2
0.5,63.7,56,4.95,5.03,3.18,1553,Very Good,D,VS2
0.6,62.4,56,5.37,5.4,3.36,1554,Very Good,F,SI1
0.52,63.3,56,5.08,5.12,3.23,1554,Good,E,VS2
0.5,61.6,56,5.1,5.13,3.15,1554,Ideal,E,VS2
0.57,61.3,56,5.36,5.38,3.29,1554,Ideal,H,VS1
0.5,61.2,56,5.12,5.15,3.14,1555,Ideal,E,SI1
0.59,62.8,56,5.3,5.34,3.34,1556,Very Good,G,VS2
0.55,60.9,56,5.32,5.28,3.23,1556,Ideal,E,SI1
0.55,62.4,56,5.25,5.23,3.27,1556,Ideal,G,VS2
0.51,60.7,56,5.18,5.23,3.16,1557,Ideal,G,VS2
0.5,62,56,5.06,5.1,3.15,1559,Ideal,E,VS2
0.51,63.3,56,5.05,5.08,3.21,1560,Very Good,G,VS1
0.54,61,56,5.25,5.27,3.21,1560,Ideal,H,VS1
0.53,63.3,56,5.13,5.17,3.26,1561,Very Good,H,VS1
0.51,61.3,56,5.14,5.11,3.14,1562,Ideal,F,VS2
0.6,61.7,56,5.41,5.38,3.33,1562,Ideal,F,SI2
0.51,61.3,56,5.17,5.14,3.16,1562,Ideal,F,VS2
0.55,61.6,56,5.26,5.3,3.25,1563,Very Good,G,VS2
0.51,61.7,56,5.13,5.18,3.18,1563,Ideal,H,VS2
0.62,61.6,56,5.46,5.55,3.39,1563,Ideal,G,SI1
0.53,61.4,56,5.2,5.26,3.21,1564,Ideal,E,SI1
0.7,66.4,56,5.51,5.42,3.63,1564,Fair,F,SI2
0.63,61.8,56,5.47,5.52,3.39,1565,Ideal,J,SI1
0.53,62.3,56,5.15,5.18,3.22,1566,Ideal,D,SI1
0.55,60.8,56,5.31,5.34,3.24,1566,Ideal,E,SI1
0.57,61.6,56,5.34,5.37,3.3,1567,Ideal,F,VS2
0.5,62.9,56,5.03,5.08,3.18,1569,Very Good,H,VVS2
0.5,63.3,56,5,5.05,3.18,1569,Very Good,D,VS2
0.51,60.6,56,5.17,5.19,3.14,1569,Ideal,F,VS2
0.51,61.6,56,5.1,5.12,3.15,1569,Ideal,D,SI1
0.51,62.8,56,5.07,5.09,3.19,1569,Very Good,D,SI1
0.51,61.4,56,5.13,5.16,3.16,1569,Ideal,F,VS2
0.61,61.1,56,5.44,5.49,3.33,1569,Ideal,J,VS1
0.4,61.9,56,4.7,4.76,2.93,1570,Ideal,G,IF
0.42,61.7,56,4.84,4.88,3,1571,Ideal,G,VVS2
0.56,60.7,56,5.34,5.37,3.25,1571,Ideal,H,SI2
0.55,62.1,56,5.21,5.25,3.25,1571,Ideal,D,SI1
0.54,61.7,56,5.27,5.24,3.24,1571,Ideal,E,SI1
0.46,62,56,4.96,4.98,3.07,1572,Very Good,H,VVS1
0.59,60.7,56,5.46,5.41,3.3,1572,Premium,H,VS2
0.52,61.8,56,5.19,5.16,3.2,1573,Ideal,H,VS2
0.51,63.2,56,5.1,5.06,3.21,1574,Very Good,F,VS2
0.51,63.5,56,5.09,5.05,3.22,1574,Very Good,F,VS2
0.51,63.7,56,5.05,5.03,3.21,1574,Good,F,VS2
0.51,63.5,56,5.08,5.06,3.22,1574,Very Good,D,SI1
0.51,60.6,56,5.18,5.22,3.15,1575,Ideal,I,VVS2
0.52,61.3,56,5.17,5.2,3.18,1576,Ideal,G,VS1
0.52,62.1,56,5.17,5.2,3.22,1576,Ideal,E,VS2
0.52,63.9,56,5.08,5.12,3.26,1576,Good,G,VS1
0.52,60.7,56,5.2,5.24,3.17,1576,Ideal,E,VS2
0.52,61.5,56,5.18,5.2,3.19,1576,Ideal,E,VS2
0.53,61.2,56,5.19,5.22,3.19,1577,Ideal,G,VS2
0.52,62.4,56,5.19,5.16,3.23,1577,Premium,G,VS2
0.56,63.9,56,5.2,5.26,3.34,1578,Very Good,D,SI1
0.33,61.2,56,4.44,4.46,2.72,521,Very Good,G,SI1
0.33,63.1,56,4.38,4.4,2.77,521,Good,I,VS1
0.5,63.8,56,5.05,5.08,3.23,1580,Very Good,D,VS2
0.56,62.8,56,5.23,5.28,3.3,1580,Very Good,H,VS1
0.56,61.7,56,5.3,5.33,3.28,1580,Ideal,E,SI1
0.56,61.7,56,5.3,5.34,3.28,1580,Ideal,G,VS2
0.56,61.2,56,5.29,5.33,3.25,1580,Ideal,G,VS2
0.56,62.1,56,5.29,5.31,3.29,1580,Ideal,G,VS2
0.55,61.6,56,5.24,5.28,3.24,1580,Very Good,D,SI1
0.56,62,56,5.28,5.3,3.28,1580,Ideal,G,VS2
0.56,62.4,56,5.24,5.28,3.28,1580,Very Good,I,VVS1
0.56,62.3,56,5.26,5.3,3.29,1580,Ideal,E,SI1
0.56,60.9,56,5.32,5.35,3.25,1580,Ideal,E,SI1
0.56,62,56,5.26,5.29,3.27,1580,Ideal,I,VVS1
0.43,61.5,56,4.89,4.86,3,1580,Ideal,F,IF
0.43,62,56,4.87,4.84,3.01,1580,Ideal,F,IF
0.52,60.4,56,5.27,5.29,3.19,1581,Very Good,F,VS2
0.5,62,56,5.07,5.11,3.15,1581,Ideal,F,VS2
0.41,62.2,56,4.8,4.78,2.98,1582,Ideal,D,VVS1
0.5,62.9,56,5.06,5.11,3.2,1584,Very Good,E,VS2
0.43,62.3,56,4.81,4.82,3,1584,Ideal,D,VVS1
0.66,62.4,56,5.61,5.55,3.48,1584,Ideal,E,SI2
0.55,61.4,56,5.28,5.31,3.25,1584,Ideal,H,SI1
0.55,60.8,56,5.3,5.33,3.23,1584,Ideal,H,SI1
0.51,61,56,5.17,5.2,3.16,1585,Ideal,G,VS2
0.51,60.9,56,5.16,5.19,3.15,1585,Ideal,E,SI1
0.52,61.2,56,5.16,5.2,3.17,1586,Ideal,G,VS2
0.51,61,56,5.17,5.19,3.16,1588,Very Good,G,VS1
0.75,62.9,56,5.76,5.72,3.61,1588,Premium,J,SI2
0.5,64,56,5.02,5.04,3.22,1589,Good,D,VS2
0.48,62.5,56,4.98,5.02,3.12,1590,Ideal,H,VVS2
0.52,61.1,56,5.21,5.24,3.19,1591,Very Good,F,VS2
0.52,61.7,56,5.16,5.18,3.19,1591,Ideal,F,VS2
0.55,60.9,56,5.29,5.35,3.24,1591,Ideal,G,VS1
0.53,63.8,56,5.17,5.11,3.28,1591,Good,G,VS1
0.55,63.1,56,5.19,5.22,3.28,1593,Very Good,D,SI1
0.55,61.7,56,5.24,5.29,3.25,1593,Ideal,I,VVS1
0.54,61.5,56,5.31,5.26,3.25,1594,Ideal,E,SI1
0.51,62,56,5.11,5.14,3.18,1595,Ideal,F,VS2
0.51,62.9,56,5.07,5.1,3.2,1597,Very Good,D,VS2
0.5,61,56,5.1,5.13,3.12,1598,Very Good,H,VS1
0.52,62,56,5.14,5.2,3.21,1598,Ideal,H,VS1
0.52,62.4,56,5.12,5.17,3.21,1600,Ideal,D,SI1
0.52,62.7,56,5.14,5.17,3.23,1600,Ideal,D,SI1
0.52,60,56,5.19,5.24,3.13,1600,Ideal,D,SI1
0.54,61.5,56,5.22,5.26,3.23,1600,Good,E,SI1
0.53,63.2,56,5.1,5.15,3.24,1601,Very Good,D,VS2
0.53,61.2,56,5.23,5.26,3.21,1601,Ideal,H,VS1
0.54,61.7,56,5.21,5.24,3.23,1605,Ideal,G,VS2
0.54,61.2,56,5.25,5.26,3.22,1605,Ideal,G,VS2
0.55,61.3,56,5.26,5.31,3.24,1605,Ideal,G,SI1
0.52,63.6,56,5.12,5.07,3.24,1605,Good,F,VS2
0.52,63,56,5.16,5.1,3.23,1605,Ideal,F,VS2
0.52,61.8,56,5.18,5.15,3.19,1605,Ideal,D,SI1
0.52,62.9,56,5.16,5.11,3.23,1605,Ideal,D,SI1
0.53,63.4,56,5.1,5.15,3.25,1607,Good,G,VS1
0.58,60.9,56,5.4,5.44,3.3,1607,Ideal,D,SI2
0.53,63,56,5.19,5.13,3.25,1607,Premium,I,VVS1
0.53,61.7,56,5.22,5.18,3.21,1607,Ideal,H,VS1
0.53,62.1,56,5.21,5.19,3.23,1607,Ideal,H,VS1
0.53,61.2,56,5.26,5.21,3.2,1607,Ideal,H,VS1
0.53,63.4,56,5.16,5.13,3.26,1607,Very Good,H,VS1
0.53,62.5,56,5.2,5.17,3.24,1607,Ideal,G,VS2
0.53,62.5,56,5.19,5.18,3.24,1607,Premium,G,VS2
0.53,61.8,56,5.21,5.18,3.21,1607,Ideal,G,VS2
0.53,61.9,56,5.22,5.19,3.22,1607,Premium,E,SI1
0.53,61.6,56,5.23,5.19,3.21,1607,Ideal,E,SI1
0.53,61.8,56,5.21,5.17,3.21,1607,Ideal,E,SI1
0.53,62,56,5.19,5.17,3.21,1607,Ideal,E,SI1
0.53,61.6,56,5.24,5.19,3.21,1607,Ideal,G,VS2
0.57,61.8,56,5.3,5.35,3.29,1608,Ideal,G,VS2
0.57,61.9,56,5.32,5.35,3.3,1608,Ideal,E,SI1
0.57,62.1,56,5.3,5.33,3.3,1608,Ideal,E,SI1
0.56,62.7,56,5.26,5.3,3.31,1608,Ideal,E,VS1
0.56,62.5,56,5.24,5.28,3.29,1608,Ideal,D,SI1
0.57,61.7,56,5.31,5.35,3.29,1608,Ideal,I,VVS1
0.41,61.1,56,4.8,4.82,2.94,1608,Ideal,E,VVS1
0.28,62.3,56,4.16,4.19,2.6,522,Very Good,G,VVS2
0.28,61.1,56,4.25,4.27,2.6,522,Very Good,G,VVS2
0.35,61.3,56,4.54,4.56,2.79,522,Ideal,G,SI1
0.35,62.2,56,4.52,4.55,2.82,522,Ideal,D,SI2
0.35,63.4,56,4.46,4.5,2.84,522,Good,G,SI1
0.24,61.5,56,4.02,4.05,2.48,523,Ideal,I,VVS2
0.32,61.3,56,4.42,4.45,2.72,523,Ideal,H,VS2
0.7,63.6,56,5.57,5.63,3.56,1609,Very Good,J,SI2
0.55,62.5,56,5.21,5.25,3.27,1609,Ideal,E,SI1
0.73,61.2,56,5.76,5.67,3.5,1610,Premium,G,SI2
0.55,61.3,56,5.28,5.33,3.25,1611,Ideal,D,SI1
0.51,61.4,56,5.15,5.18,3.17,1612,Very Good,E,VS2
0.51,62.8,56,5.11,5.14,3.22,1612,Very Good,E,VS2
0.56,61.6,56,5.29,5.33,3.27,1612,Ideal,H,SI1
0.47,65.2,56,4.86,4.89,3.18,1613,Good,E,VVS1
0.57,61.9,56,5.33,5.3,3.29,1613,Ideal,E,SI1
0.56,62,56,5.2,5.22,3.23,1614,Very Good,F,VS2
0.54,61,56,5.27,5.32,3.23,1615,Ideal,F,VS2
0.47,62.1,56,4.96,4.99,3.09,1616,Very Good,F,VVS2
0.5,61.8,56,5.11,5.07,3.14,1617,Ideal,E,SI1
0.62,61.4,56,5.51,5.49,3.38,1618,Ideal,H,SI1
0.7,62,56,5.66,5.72,3.53,1619,Very Good,J,SI1
0.5,62.2,56,5.1,5.13,3.18,1619,Ideal,E,VS1
0.51,59.2,56,5.23,5.18,3.08,1619,Ideal,F,VS2
0.52,61.3,56,5.17,5.21,3.18,1621,Ideal,E,VS2
0.55,61.6,56,5.26,5.28,3.25,1621,Ideal,E,SI1
0.53,61.6,56,5.2,5.23,3.21,1621,Ideal,D,SI1
0.42,62.8,56,4.8,4.76,3,1621,Ideal,D,VVS1
0.42,61.6,56,4.82,4.79,2.96,1621,Ideal,D,VVS1
0.42,61.8,56,4.82,4.79,2.97,1621,Ideal,D,VVS1
0.59,62.9,56,5.35,5.33,3.36,1622,Ideal,G,VS2
0.5,61.7,56,5.16,5.11,3.17,1623,Ideal,D,SI1
0.5,61.5,56,5.07,5.11,3.13,1624,Very Good,E,VS2
0.53,61.5,56,5.21,5.25,3.22,1624,Ideal,F,VS1
0.55,62.5,56,5.23,5.27,3.28,1625,Very Good,F,VS2
0.52,61.7,56,5.17,5.2,3.19,1625,Ideal,H,VVS1
0.42,61.3,56,4.83,4.86,2.97,1625,Ideal,H,VVS1
0.56,61.3,56,5.32,5.27,3.25,1625,Ideal,H,VS2
0.52,61.1,56,5.19,5.23,3.18,1625,Ideal,F,VS2
0.52,61.2,56,5.19,5.37,3.2,1625,Ideal,F,VS2
0.52,64.3,56,5.02,5.14,3.27,1625,Good,E,VS2
0.5,61.5,56,5.11,5.13,3.15,1626,Ideal,H,VS2
0.54,61.6,56,5.24,5.18,3.21,1627,Premium,D,VS2
0.51,60.7,56,5.18,5.21,3.16,1628,Very Good,H,VS1
0.51,62.3,56,5.1,5.13,3.18,1628,Very Good,H,VS1
0.51,60.7,56,5.16,5.2,3.15,1628,Very Good,H,VS1
0.5,61.2,56,5.14,5.16,3.15,1628,Very Good,D,VS2
0.5,62,56,5.1,5.13,3.17,1628,Ideal,D,VS2
0.52,62.5,56,5.12,5.16,3.21,1629,Ideal,F,VS2
0.5,61.3,56,5.16,5.11,3.15,1629,Premium,E,VS2
0.5,61,56,5.17,5.12,3.14,1629,Ideal,E,VS2
0.5,62.2,56,5.12,5.11,3.18,1629,Ideal,E,VS2
0.5,61.4,56,5.12,5.08,3.13,1629,Ideal,E,VS2
0.5,63.2,56,5.06,5.03,3.19,1629,Very Good,E,VS2
0.53,61.7,56,5.2,5.22,3.21,1630,Ideal,F,VS1
0.53,61.1,56,5.22,5.26,3.2,1631,Ideal,F,VS2
0.53,62.2,56,5.19,5.23,3.24,1631,Ideal,D,SI1
0.53,61.7,56,5.15,5.23,3.2,1631,Ideal,D,SI1
0.73,64.7,56,5.6,5.53,3.6,1631,Fair,F,SI2
0.51,60.2,56,5.18,5.24,3.14,1632,Ideal,G,VS1
0.51,61.7,56,5.12,5.15,3.17,1633,Ideal,D,VS2
0.56,61.5,56,5.31,5.32,3.27,1633,Ideal,G,SI1
0.59,61.7,56,5.35,5.45,3.33,1633,Ideal,E,SI1
0.55,62.3,56,5.22,5.27,3.27,1634,Ideal,H,VS1
0.5,63.4,56,5.05,5.1,3.22,1635,Good,D,VS2
0.5,63.7,56,5.05,5.09,3.23,1635,Good,D,VS2
0.53,60.9,56,5.24,5.27,3.2,1636,Very Good,G,VS1
0.51,62.7,56,5.1,5.14,3.21,1636,Ideal,E,VS1
0.58,61.9,56,5.34,5.38,3.32,1636,Ideal,G,VS2
0.55,62,56,5.3,5.25,3.27,1636,Ideal,F,VS2
0.53,63.4,56,5.16,5.13,3.26,1636,Very Good,F,VS2
0.53,63.8,56,5.16,5.12,3.28,1636,Good,D,SI1
0.54,62.2,56,5.19,5.23,3.24,1637,Ideal,G,VS1
0.32,60.8,56,4.46,4.49,2.72,523,Ideal,H,VS2
0.32,61.2,56,4.42,4.44,2.71,523,Ideal,H,VS2
0.32,60.9,56,4.42,4.44,2.7,523,Ideal,H,VS2
0.32,61.3,56,4.43,4.45,2.72,523,Ideal,I,VS1
0.35,61.5,56,4.56,4.58,2.81,523,Ideal,H,SI1
0.35,60.8,56,4.58,4.6,2.79,523,Ideal,H,SI1
0.31,61.7,56,4.38,4.34,2.69,523,Ideal,G,SI2
0.31,62.7,56,4.34,4.3,2.71,523,Ideal,I,SI1
0.31,63.5,56,4.32,4.28,2.73,523,Very Good,I,SI1
0.54,60.7,56,5.29,5.32,3.22,1637,Very Good,E,VS2
0.46,62.6,56,4.92,4.95,3.09,1637,Ideal,D,VS1
0.4,61.6,56,4.74,4.77,2.93,1637,Ideal,D,VVS1
0.5,61.1,56,5.1,5.14,3.13,1637,Ideal,H,VS1
0.54,60.7,56,5.29,5.25,3.2,1637,Ideal,G,VS2
0.54,61.9,56,5.29,5.24,3.26,1637,Premium,H,VS1
0.54,62.4,56,5.22,5.2,3.25,1637,Ideal,H,VS1
0.54,61.9,56,5.24,5.2,3.23,1637,Ideal,H,VS1
0.54,61.5,56,5.24,5.23,3.22,1637,Ideal,H,VS1
0.54,62.1,56,5.24,5.19,3.24,1637,Ideal,E,SI1
0.55,62,56,5.26,5.25,3.26,1639,Ideal,E,VS2
0.54,61.6,56,5.24,5.27,3.24,1639,Ideal,H,VVS2
0.53,61.5,56,5.2,5.24,3.21,1639,Ideal,F,SI1
0.58,63.1,56,5.36,5.32,3.37,1641,Very Good,E,SI1
0.57,63.3,56,5.3,5.25,3.34,1641,Very Good,G,VS2
0.53,63.1,56,5.12,5.15,3.24,1642,Very Good,G,VS1
0.55,61,56,5.26,5.3,3.22,1643,Very Good,H,VS1
0.46,61.7,56,4.93,4.96,3.05,1643,Ideal,F,VS1
0.51,60.5,56,5.2,5.21,3.15,1644,Ideal,D,VS2
0.52,61.5,56,5.14,5.17,3.17,1644,Ideal,E,VS2
0.55,61,56,5.28,5.31,3.23,1645,Ideal,D,VS2
0.57,59.3,56,5.38,5.44,3.21,1648,Very Good,G,VS1
0.6,61.1,56,5.47,5.49,3.35,1648,Ideal,H,VS2
0.52,62.5,56,5.19,5.14,3.23,1651,Ideal,D,SI1
0.59,61.7,56,5.36,5.4,3.32,1652,Ideal,F,SI1
0.46,62.1,56,4.93,4.96,3.07,1654,Ideal,G,IF
0.5,61.9,56,5.13,5.08,3.16,1654,Premium,F,VS2
0.5,60.8,56,5.14,5.12,3.12,1654,Ideal,D,SI1
0.5,62.6,56,5.05,5.04,3.16,1654,Premium,D,SI1
0.53,62.2,56,5.22,5.16,3.23,1654,Premium,E,SI1
0.53,61.2,56,5.22,5.25,3.2,1655,Ideal,F,VS2
0.51,61.7,56,5.1,5.14,3.16,1656,Ideal,G,VS1
0.51,62.7,56,5.08,5.1,3.19,1656,Ideal,G,VS1
0.51,61.8,56,5.12,5.14,3.17,1656,Ideal,E,VS2
0.51,62,56,5.11,5.15,3.18,1656,Ideal,E,VS2
0.51,61.9,56,5.1,5.14,3.17,1656,Ideal,G,VS1
0.51,60.9,56,5.15,5.2,3.15,1656,Ideal,E,VS2
0.51,62.7,56,5.08,5.13,3.2,1656,Very Good,G,VS1
0.51,62,56,5.06,5.16,3.17,1656,Ideal,G,VS1
0.51,63.3,56,5.08,5.12,3.23,1656,Good,E,VS2
0.51,60.5,56,5.18,5.24,3.15,1656,Very Good,E,VS2
0.51,61.9,56,5.12,5.16,3.18,1656,Ideal,E,VS2
0.42,61.4,56,4.83,4.85,2.97,1656,Ideal,F,VVS1
0.51,63.1,56,5.06,5.12,3.21,1658,Very Good,D,VS2
0.56,61.4,56,5.33,5.35,3.28,1658,Ideal,G,VS2
0.53,61,56,5.26,5.29,3.22,1659,Ideal,D,VS2
0.53,61.4,56,5.18,5.21,3.19,1659,Ideal,D,VS2
0.61,61.4,56,5.46,5.49,3.36,1659,Ideal,G,SI1
0.43,62.3,56,4.82,4.81,3,1659,Ideal,D,VVS1
0.51,61.7,56,5.13,5.15,3.17,1660,Ideal,F,VS2
0.54,62.1,56,5.22,5.25,3.25,1662,Very Good,D,SI1
0.54,61.5,56,5.23,5.25,3.22,1662,Ideal,D,SI1
0.54,60.7,56,5.27,5.3,3.21,1662,Ideal,D,SI1
0.54,62.3,56,5.17,5.2,3.23,1662,Ideal,F,VS2
0.54,60.1,56,5.28,5.31,3.18,1662,Ideal,F,VS2
0.54,62.1,56,5.21,5.25,3.25,1662,Ideal,D,SI1
0.56,60.9,56,5.34,5.36,3.26,1662,Ideal,G,VS2
0.52,61.2,56,5.19,5.22,3.18,1662,Ideal,G,VS1
0.52,60.9,56,5.2,5.24,3.18,1662,Ideal,G,VS1
0.51,61.6,56,5.18,5.15,3.18,1662,Ideal,G,VS1
0.3,61.1,56,4.35,4.36,2.66,524,Ideal,G,VS1
0.32,62.7,56,4.39,4.42,2.76,524,Ideal,H,VS1
0.32,63.5,56,4.34,4.38,2.77,524,Good,E,SI1
