carat,cut,color,clarity,depth,table,x,y,z,price,index,0.799233891
0.41,Ideal,F,VS1,62.7,55,4.77,4.74,2.98,1076,39429,0.784293318
1.05,Premium,F,SI1,61.8,56,6.55,6.45,4.02,5557,13584,0.113047992
0.51,Premium,G,SI1,60.3,61,5.19,5.12,3.11,1312,42421,0.745165246
0.8,Premium,G,SI2,61.4,56,5.99,5.96,3.67,2451,52048,0.248176889
1.01,Fair,F,SI2,64.6,59,6.19,6.25,4.2,3540,4125,0.038241311
0.33,Ideal,F,VVS1,61.9,56,4.47,4.42,2.75,1021,38356,0.178525822
0.3,Ideal,G,VS1,62,54,4.35,4.3,2.68,776,31889,0.448814292
0.8,Ideal,F,SI1,62.4,57,5.9,5.87,3.67,2890,957,0.284268342
0.53,Premium,H,SI2,62.5,60,5.18,5.16,3.23,1113,40062,0.09659474
1.24,Premium,D,SI2,61,59,6.93,6.97,4.24,5311,12721,0.123771572
0.91,Very Good,H,VS2,62.6,57,6.15,6.21,3.87,4922,11073,0.160673971
1.01,Good,E,SI1,60.9,64,6.29,6.22,3.81,4853,10760,0.162909394
1.04,Premium,E,SI2,60.1,58,6.65,6.56,3.97,3392,3468,0.289880533
0.35,Premium,I,VS1,61.8,58,4.53,4.5,2.79,709,29761,0.596735958
0.31,Premium,E,VS2,61,59,4.37,4.35,2.66,872,34643,0.706213969
1.18,Ideal,G,VVS2,61.3,55,6.86,6.81,4.19,10308,22254,0.894519505
1.09,Ideal,D,VVS2,61.3,57,6.61,6.66,4.07,12185,24016,0.919675812
0.31,Premium,G,VVS1,59.5,60,4.39,4.41,2.62,816,33154,0.552699676
1.1,Premium,F,SI2,62,59,6.62,6.6,4.1,4928,11096,0.801509633
0.32,Ideal,D,VS2,62.2,55,4.41,4.37,2.73,972,37173,0.324958298
1.05,Premium,I,SI2,60.2,61,6.64,6.61,3.99,4374,8243,0.540944707
0.31,Ideal,E,VS1,61.4,57,4.32,4.37,2.67,734,30599,0.297623717
1,Very Good,H,VS2,63.3,60,6.31,6.22,3.97,4514,9019,0.51462354
1.23,Ideal,G,VVS2,60.8,57,6.89,6.92,4.2,10646,22597,0.140112428
0.54,Ideal,H,VVS1,60.3,56,5.33,5.28,3.2,1944,48178,0.287992235
1.5,Premium,H,VS2,60,62,7.41,7.38,4.44,11322,23294,0.139761181
0.7,Premium,E,SI2,60.6,58,5.78,5.73,3.49,2442,51951,0.274369703
0.9,Very Good,G,SI1,63.2,62,6.19,6.09,3.88,3512,3986,0.906112519
0.7,Ideal,G,VS1,61.4,59,5.64,5.73,3.49,2780,215,0.492533426
0.5,Good,E,VS2,63.4,59,5.03,5.06,3.2,1407,43353,0.023098776
0.33,Ideal,H,VVS2,62.2,54,4.44,4.46,2.77,666,28334,0.588182214
1.08,Ideal,G,SI2,61.9,58,6.55,6.57,4.06,4675,9842,0.043176793
1.05,Very Good,H,VS1,59.5,56,6.62,6.68,3.96,6132,15271,0.761161872
0.7,Premium,G,SI2,62.5,62,5.58,5.56,3.48,1814,46886,0.23784692
0.58,Ideal,F,SI2,61.8,56,5.42,5.39,3.34,1279,42130,0.688499621
0.37,Ideal,H,VS2,60.7,58,4.64,4.68,2.83,603,13711,0.039313542
0.26,Very Good,E,VVS2,61.5,58,4.08,4.12,2.52,597,12362,0.245160433
1.01,Premium,G,SI1,63,58,6.35,6.29,3.98,4525,9101,0.041199357
0.51,Ideal,D,SI2,60.9,56,5.18,5.2,3.16,1383,43097,0.267807808
0.7,Very Good,F,VS2,63,58,5.59,5.62,3.53,2507,52382,0.567867149
0.51,Ideal,G,VS2,62.7,57,5.12,5.05,3.19,1546,44016,0.193198067
0.52,Ideal,E,VS2,60.7,56,5.2,5.24,3.17,1576,44272,0.975107568
1.52,Ideal,H,SI1,61.4,55,7.38,7.48,4.56,10239,22200,0.358557872
0.96,Ideal,I,VS2,59.8,57,6.42,6.39,3.83,3462,3784,0.662491786
0.7,Good,D,SI2,59.3,64,5.8,5.76,3.43,2312,50860,0.925100539
1,Premium,G,SI1,59.6,60,6.49,6.43,3.85,5088,11799,0.711232839
0.54,Very Good,D,VS2,60.7,57,5.24,5.29,3.2,2113,49468,0.901955506
0.51,Ideal,E,SI1,61.3,55,5.17,5.11,3.15,1546,44026,0.920682755
0.32,Very Good,G,SI1,62,55,4.41,4.43,2.74,477,36293,0.819836814
0.78,Ideal,F,VS2,62.3,56,5.91,5.88,3.67,3531,4084,0.183415837
0.51,Ideal,D,VS1,62.4,57,5.13,5.09,3.19,1873,47554,0.463849345
1.09,Ideal,I,VS1,61.4,56,6.61,6.66,4.07,6225,15539,0.855488961
0.31,Ideal,E,VS1,61.6,57,4.32,4.35,2.67,734,30564,0.470954336
0.74,Ideal,F,VS1,62.3,56,5.79,5.76,3.6,3170,2336,0.991807875
0.85,Ideal,G,SI2,62,57,6.1,6.02,3.76,2913,1109,0.819277883
0.72,Ideal,G,VS2,61.9,58,5.72,5.75,3.55,2797,294,0.347418696
0.4,Ideal,E,VVS2,61.8,56,4.77,4.74,2.94,1238,41642,0.231475165
0.5,Premium,G,VS1,62.5,58,5.11,5.07,3.18,1746,46156,0.105952923
1.63,Premium,I,SI1,61.5,60,7.59,7.54,4.65,7302,18075,0.524829828
0.3,Premium,H,VVS1,62.2,58,4.29,4.26,2.66,878,34830,0.398378962
1.5,Fair,J,I1,68.8,57,6.94,6.87,4.75,4284,7774,0.839096598
1.51,Very Good,F,SI1,62,57,7.3,7.38,4.55,9150,20941,0.184092683
0.3,Ideal,E,VVS2,61.4,55,4.34,4.36,2.67,1053,38973,0.735063141
0.4,Very Good,D,VS2,60.8,59,4.71,4.77,2.88,868,34505,0.630174314
1.13,Ideal,E,I1,62,55,6.66,6.7,4.14,3729,4927,0.407747764
1.34,Very Good,H,SI1,62.4,58,6.98,7.02,4.37,7636,18676,0.578808804
1.01,Very Good,F,VVS2,61.9,56,6.42,6.48,3.99,8525,19981,0.693086064
0.32,Ideal,F,VVS1,61.5,56,4.44,4.45,2.73,947,36600,0.584211401
0.3,Premium,E,VVS2,60.8,60,4.31,4.27,2.61,1013,38077,0.399047013
0.94,Very Good,G,SI2,62.3,59,6.2,6.26,3.88,3351,3224,0.357209517
0.3,Premium,D,VS2,60.5,58,4.35,4.38,2.64,710,29846,0.582748686
0.52,Ideal,D,VS2,62.2,56,5.13,5.16,3.2,1822,47072,0.948315793
0.66,Ideal,D,VS2,61.8,56,5.6,5.57,3.45,1981,48494,0.750956822
0.92,Very Good,D,I1,63,58,6.13,6.18,3.88,2674,53443,0.05927986
0.9,Premium,G,I1,62.3,53,6.16,6.12,3.82,1939,48133,0.067150805
0.32,Ideal,G,VS1,61.9,55,4.43,4.39,2.73,828,33441,0.585253868
0.31,Ideal,F,VVS2,61.9,56,4.32,4.37,2.69,759,31330,0.904929074
0.3,Ideal,E,VVS2,61.6,56,4.32,4.35,2.67,766,31549,0.758574548
0.25,Very Good,G,VVS1,63,54,4.02,4.04,2.54,525,45635,0.272574013
0.7,Very Good,E,VS1,62,59,5.65,5.68,3.51,2844,653,0.994248786
0.36,Ideal,D,VS1,61.1,56,4.6,4.63,2.82,1095,39797,0.421416804
0.41,Ideal,J,VVS1,62,57,4.73,4.79,2.95,775,31844,0.307748391
0.7,Very Good,G,VS2,60.6,60,5.67,5.78,3.47,2507,52379,0.155663079
2.01,Very Good,G,SI2,63.3,56,8.06,8.01,5.08,12271,24117,0.731291828
0.34,Ideal,G,SI1,61.2,57,4.53,4.56,2.78,507,43610,0.809425238
0.54,Ideal,G,SI2,61.8,54,5.23,5.25,3.24,1133,40404,0.578549156
0.46,Ideal,G,VVS1,62.2,57,4.93,4.98,3.08,1393,43190,0.995624713
0.43,Premium,D,SI1,61.1,59,4.83,4.89,2.97,830,33569,0.010421071
0.91,Fair,D,SI2,62.5,66,6.08,6.01,3.78,3079,1904,0.518224717
0.78,Fair,G,SI1,64.6,56,5.86,5.79,3.76,2359,51280,0.938210472
0.71,Ideal,F,VVS1,61.4,56,5.75,5.78,3.54,5019,11504,0.382864486
0.7,Premium,G,VS2,58.1,55,5.83,5.8,3.38,2657,53358,0.087592479
0.34,Ideal,F,VS1,61.1,57,4.51,4.55,2.77,692,29143,0.092754261
0.56,Ideal,H,VS2,60.9,57,5.32,5.36,3.25,1388,43138,0.443722202
1.91,Ideal,G,SI2,62.2,55,7.94,7.9,4.93,12816,24527,0.606445744
0.31,Ideal,F,IF,61.7,56,4.34,4.38,2.69,901,35466,0.632402401
0.39,Good,G,VS2,63.8,59,4.66,4.59,2.95,982,37397,0.622290303
2.01,Ideal,I,VS2,64.8,55,7.91,7.87,5.12,15729,26266,0.632834338
1,Very Good,F,SI2,63.3,60,6.32,6.25,3.98,4749,10245,0.409045126
1.6,Ideal,H,IF,61.5,53,7.57,7.69,4.66,16300,26586,0.327256174
0.9,Very Good,H,SI1,62.8,58,6.13,6.16,3.86,3437,3644,0.888068041
0.31,Ideal,E,VS2,61.4,54,4.41,4.38,2.7,872,34628,0.307821422
0.5,Good,G,VS2,57.9,61,5.2,5.23,3.02,1316,42458,0.605064031
0.5,Premium,D,VS2,61.3,61,5.1,5.04,3.11,1980,48488,0.435136259
0.55,Ideal,F,VS2,62,56,5.3,5.25,3.27,1636,44962,0.19490599
0.42,Premium,G,VS2,59.8,58,4.86,4.9,2.92,847,34007,0.687218805
0.54,Very Good,F,VS1,60,61,5.31,5.26,3.17,1657,45226,0.022414776
0.7,Very Good,F,SI1,59.2,60,5.77,5.79,3.42,2453,52059,0.032323721
0.3,Ideal,F,VS2,61.6,57,4.3,4.33,2.66,605,15058,0.990868986
1.51,Good,F,SI2,64.2,61,7.24,7.19,4.63,7695,18805,0.725339265
1.01,Very Good,F,SI1,63.3,59,6.42,6.38,4.05,4989,11339,0.808954252
2,Premium,H,SI2,62.5,58,8.14,8.03,5.05,12940,24615,0.280267658
0.71,Ideal,E,VS2,61.6,56,5.71,5.75,3.53,3381,3357,0.728453371
2.02,Premium,J,SI1,61.6,58,8.14,8.1,5,12431,24232,0.746325241
0.51,Premium,F,VVS2,61.2,59,5.19,5.1,3.15,1882,47686,0.743756018
1.06,Premium,F,VVS2,61.8,58,6.54,6.5,4.03,9082,20865,0.216428437
0.32,Premium,E,VS2,62.6,58,4.36,4.4,2.74,702,29476,0.329922911
0.72,Very Good,J,SI1,63,57,5.69,5.74,3.6,1966,48385,0.694548074
0.91,Ideal,I,VVS2,60.6,57,6.25,6.27,3.79,4663,9774,0.08205545
1.1,Premium,G,SI2,63,59,6.5,6.47,0,3696,4792,0.905982186
1.5,Premium,H,SI1,59.2,62,7.55,7.49,4.45,9576,21482,0.04782918
0.32,Ideal,G,VVS1,61.1,53,4.44,4.4,2.7,1080,39548,0.535469266
1.5,Very Good,H,VS2,62,55,7.26,7.37,4.57,9706,21615,0.332442327
0.51,Ideal,G,VS1,62.7,56,5.08,5.1,3.19,1656,45182,0.991984385
0.5,Fair,E,SI1,66.4,58,4.98,4.87,3.27,1196,41126,0.396120194
0.51,Ideal,F,VS2,62.3,56,5.12,5.08,3.18,1711,45810,0.732310854
1.3,Very Good,J,VS2,63.3,57,6.98,6.96,4.41,4106,6766,0.634288345
0.7,Very Good,E,VS2,62.6,60,5.62,5.65,3.53,2765,134,0.637072305
1.01,Premium,E,SI1,59.5,60,6.54,6.46,3.87,5301,12663,0.703583457
1.09,Ideal,F,SI2,61.2,55,6.64,6.67,4.07,5016,11488,0.782960667
1.51,Ideal,F,VS2,62.4,56,7.38,7.31,4.58,14247,25478,0.8567999
0.75,Ideal,G,SI1,62.2,55,5.87,5.8,3.63,2760,106,0.892366195
0.7,Ideal,E,VS2,61.9,58,5.7,5.73,3.54,2952,1291,0.923411049
1,Ideal,H,I1,61.3,57,6.44,6.41,3.94,3136,2186,0.035795827
1.05,Very Good,H,SI2,63,59,6.44,6.48,4.07,4158,7019,0.777468527
1.51,Premium,H,VS2,58.7,61,7.51,7.45,4.39,8630,20182,0.618750181
1.06,Ideal,F,IF,61.9,55,6.54,6.57,4.06,12539,24292,0.953135778
2.06,Premium,G,SI2,60.7,58,8.18,8.25,4.99,13908,25269,0.862706189
0.71,Ideal,G,SI1,61.2,58,5.77,5.79,3.54,2400,51708,0.991277789
0.9,Ideal,E,SI1,61.1,56,6.21,6.23,3.8,4854,10769,0.03278829
0.31,Premium,I,VS2,62.3,57,4.35,4.32,2.7,558,1061,0.244898055
0.57,Very Good,I,SI1,62.5,58,5.22,5.27,3.28,1180,40967,0.253562671
0.43,Ideal,G,VVS1,61.8,55,4.87,4.9,3.02,1183,41002,0.220093092
0.51,Very Good,D,VS2,63.5,56,5.1,5.04,3.22,1793,46721,0.818115354
0.73,Ideal,D,VS2,62.6,55,5.71,5.76,3.59,3735,4973,0.946010429
1.12,Premium,H,VS1,62.1,58,6.6,6.64,4.11,5845,14478,0.577644503
0.25,Very Good,F,IF,59.4,62,4.12,4.13,2.45,548,52300,0.232597887
2.02,Ideal,J,VS2,61.8,57,8.11,8.14,5.02,14766,25787,0.546938768
2,Very Good,G,SI2,64,58,7.86,7.95,5.06,14074,25388,0.491525719
1.01,Very Good,I,SI1,63.1,57,6.32,6.36,4,4313,7905,0.274029915
1.01,Very Good,G,VS1,62.7,56,6.36,6.46,4.02,6326,15811,0.301454213
0.31,Good,G,VS1,63.3,56,4.29,4.33,2.73,625,21037,0.708305211
0.38,Ideal,D,VS2,60.8,57,4.66,4.68,2.84,787,32161,0.448645624
0.7,Premium,F,VS2,61.7,58,5.69,5.63,3.49,2838,599,0.788226316
0.48,Premium,F,VS2,58.7,58,5.22,5.17,3.05,1294,42269,0.774448762
0.7,Very Good,E,VS1,61.5,56,5.69,5.75,3.52,2967,1378,0.640504061
1,Premium,F,SI1,62.6,60,6.32,6.3,3.95,5292,12629,0.058875521
0.3,Good,J,VS1,63.4,57,4.23,4.26,2.69,394,47297,0.752931374
0.34,Ideal,I,SI1,61.9,57,4.48,4.44,2.76,589,9057,0.529077499
1.5,Fair,F,SI2,64.7,59,7.13,7.05,4.59,7056,17530,0.446586587
0.64,Ideal,E,SI1,62.7,57,5.54,5.47,3.45,1859,47473,0.015725163
0.7,Ideal,G,SI2,61.2,56,5.73,5.78,3.52,2270,50501,0.552866933
0.9,Premium,G,SI2,61.3,55,6.18,6.12,3.77,3226,2620,0.239744141
1.01,Ideal,H,SI2,59.1,59,6.58,6.61,3.9,5828,14435,0.504626752
0.72,Ideal,F,VS1,61.6,56,5.76,5.79,3.56,3759,5106,0.737835285
0.72,Premium,G,VS2,62.3,59,5.77,5.69,3.57,2405,51754,0.078570889
1.39,Very Good,I,VS1,62.2,57,7.17,7.1,4.44,7893,19127,0.159511914
1.01,Good,F,VS2,63.1,60,6.36,6.39,4.02,6416,16062,0.897999204
1.01,Very Good,F,IF,61.9,59,6.38,6.45,3.97,10476,22448,0.857631362
0.33,Premium,E,SI1,61.1,58,4.43,4.47,2.72,579,7408,0.515512545
0.71,Ideal,E,SI1,62.8,53,5.67,5.7,3.57,2612,53088,0.206639877
0.7,Premium,G,VS1,61,59,5.68,5.77,3.49,2512,52413,0.432779812
0.53,Ideal,F,VS2,61.3,55,5.22,5.25,3.21,1723,45991,0.857586337
0.3,Premium,H,VS1,62.3,58,4.28,4.26,2.66,675,28568,0.045144712
0.7,Ideal,E,VVS2,62.8,56,5.68,5.6,3.54,3238,2672,0.59458917
0.52,Very Good,H,SI1,61.3,60,5.15,5.23,3.18,1071,39320,0.621836051
0.34,Ideal,D,VVS1,61.8,54,4.49,4.54,2.79,1272,42077,0.309119245
0.31,Very Good,D,SI1,63.4,55,4.3,4.28,2.72,732,30470,0.752540017
0.5,Good,E,VS2,63.3,56,5.11,5.03,3.21,1407,43352,0.691547484
0.43,Very Good,F,VVS1,61.5,56,4.86,4.9,3,1358,42870,0.953664093
1.01,Good,F,VS2,64.2,54,6.24,6.31,4.03,5616,13775,0.164117326
2.08,Ideal,I,VS2,62,56,8.16,8.18,5.06,17916,27351,0.351417719
0.53,Very Good,G,SI2,60.8,58,5.19,5.21,3.16,1070,39316,0.596344281
0.38,Very Good,G,VVS1,59.9,56,4.73,4.75,2.84,970,37113,0.915072805
0.9,Premium,F,VS1,62.7,58,6.17,6.14,3.86,5000,11413,0.209577644
0.3,Good,H,SI1,63.7,56,4.22,4.2,2.68,540,49960,0.048975178
1.01,Ideal,I,VS1,62.8,57,6.42,6.38,4.02,3991,6167,0.832803759
1.37,Premium,E,VS1,59.4,60,7.27,7.2,4.3,12713,24451,0.533353288
1.1,Ideal,H,SI2,62,55,6.62,6.6,4.1,4620,9556,0.295230574
0.3,Ideal,G,VVS2,61.5,57,4.33,4.29,2.65,878,34854,0.260041856
0.31,Ideal,G,VVS1,61.8,54,4.38,4.42,2.72,789,32220,0.899442676
0.37,Premium,E,VS1,60.4,58,4.61,4.66,2.8,876,34733,0.749975759
0.78,Premium,H,SI2,61.1,59,5.91,5.88,3.6,1846,47367,0.552992529
0.7,Very Good,D,VS1,62.9,60,5.62,5.67,3.55,3054,1808,0.573428587
0.73,Ideal,E,VS2,62.2,56,5.78,5.76,3.59,3270,2847,0.154648408
1.51,Premium,J,SI1,59.4,59,7.45,7.54,4.45,6851,17160,0.658569899
0.58,Ideal,F,VS2,61.9,60,5.32,5.35,3.3,1811,46841,0.239277669
1.51,Ideal,I,SI1,61.2,58,7.35,7.4,4.51,8752,20357,0.974478822
1.09,Good,H,SI1,63.6,56,6.56,6.53,4.16,5010,11466,0.523978757
1.62,Very Good,H,VS2,62.6,58,7.57,7.45,4.7,10912,22870,0.740060149
0.32,Ideal,D,VVS2,61.2,56,4.43,4.39,2.7,1030,38467,0.609074863
0.35,Ideal,I,IF,61.8,55,4.55,4.57,2.82,715,29976,0.556986382
0.56,Ideal,E,VS1,62.7,56,5.26,5.3,3.31,1608,44628,0.677425451
0.31,Ideal,E,VS1,61.2,55,4.4,4.43,2.7,722,30185,0.596635823
1.06,Premium,G,SI1,61.9,55,6.61,6.54,4.07,5043,11597,0.062029749
1.54,Premium,I,SI1,61.8,57,7.43,7.37,4.57,7512,18464,0.426013621
0.31,Good,G,SI1,63.3,57,4.3,4.33,2.73,431,27948,0.717501042
0.37,Very Good,F,SI1,62.4,59,4.56,4.6,2.86,616,18362,0.103818841
2.08,Ideal,E,SI2,60.2,60,8.28,8.32,5,18128,27474,0.464195342
1.7,Premium,H,VVS2,61.4,58,7.66,7.62,4.69,10337,22287,0.140176574
1.52,Very Good,J,SI1,62.3,57,7.32,7.38,4.58,7239,17924,0.913658563
1.04,Very Good,G,SI1,59.2,61,6.63,6.68,3.94,4724,10141,0.497626647
0.4,Ideal,F,SI1,62,57,4.72,4.76,2.94,694,29190,0.061708386
0.71,Premium,E,VS2,62.6,58,5.72,5.68,3.57,2982,1473,0.40630248
1.73,Very Good,I,VS1,63.4,58,7.57,7.6,4.81,11843,23782,0.240017479
0.24,Very Good,D,VVS2,61.5,58,3.96,3.98,2.44,478,36628,0.580368525
1.05,Very Good,J,SI1,62.5,58,6.47,6.52,4.06,4199,7263,0.397966245
0.3,Ideal,H,VS2,60.7,57,4.37,4.33,2.64,608,16044,0.241030137
0.72,Ideal,H,VVS2,61.7,55,5.77,5.8,3.57,3417,3559,0.794900569
0.31,Ideal,D,VS2,61.9,56,4.38,4.37,2.71,942,36431,0.907992708
0.72,Very Good,F,VS1,63.2,57,5.69,5.73,3.61,3083,1929,0.58442292
0.78,Ideal,E,VS2,61.1,55,5.99,5.96,3.65,3713,4865,0.53202565
0.56,Ideal,F,VS1,62.1,56,5.32,5.28,3.29,2097,49354,0.18907235
0.31,Ideal,H,VS2,61.5,55.2,4.36,4.39,2.7,513,43916,0.648185977
0.41,Good,E,SI2,63.3,56,4.69,4.73,2.98,638,24694,0.476013798
0.3,Very Good,G,VS2,63.5,55,4.25,4.22,2.69,675,28537,0.016126764
0.3,Ideal,G,IF,62.8,57,4.32,4.28,2.7,956,36806,0.818694506
0.3,Good,H,VVS2,63.1,60,4.24,4.28,2.69,605,14719,0.251163283
0.72,Very Good,F,VS2,63,54,5.69,5.73,3.6,2784,231,0.904811803
2.29,Very Good,H,SI2,63.4,57,8.4,8.33,5.3,11502,23496,0.524151317
0.31,Ideal,G,IF,61.8,56,4.33,4.37,2.69,891,35176,0.068730821
0.58,Ideal,E,SI1,60.1,55,5.42,5.56,3.3,1742,46108,0.743451136
0.5,Premium,G,VS1,60.7,60,5.09,5.12,3.1,1624,44807,0.469875719
1.53,Premium,F,SI2,62.6,57,7.37,7.33,4.6,9716,21627,0.731406261
0.32,Premium,G,VS2,62.6,60,4.33,4.36,2.72,561,2056,0.24931309
0.3,Very Good,F,VVS2,62.5,56,4.26,4.29,2.67,730,30381,0.334445767
0.43,Premium,D,SI1,61,58,4.88,4.83,2.96,993,37685,0.752466407
0.34,Premium,H,SI1,62.1,59,4.5,4.46,2.78,612,17378,0.157574885
1,Very Good,F,SI2,61.6,61,6.33,6.36,3.91,4372,8224,0.647738903
1.6,Ideal,H,SI1,62.7,56,7.51,7.39,4.67,9548,21445,0.736608809
1.49,Good,I,SI2,64.3,59,7.2,7.1,4.6,5407,13011,0.172054429
0.31,Ideal,E,IF,62.2,54,4.33,4.35,2.7,987,37528,0.327417165
0.38,Ideal,E,VS1,62.2,54,4.65,4.63,2.89,1211,41300,0.376164953
0.32,Ideal,F,VS1,61.5,56,4.4,4.44,2.72,639,24706,0.793989178
0.53,Ideal,E,SI2,60.9,57,5.23,5.21,3.18,1315,42448,0.432251829
1.01,Very Good,D,SI1,61.8,58,6.33,6.38,3.93,5812,14354,0.725464996
1.01,Premium,G,SI2,60.6,59,6.49,6.41,3.91,3981,6120,0.3547825
0.9,Good,D,SI2,63.5,62,6.09,6.13,3.88,3425,3599,0.604855273
1.02,Premium,G,VS2,62.7,58,6.45,6.4,4.03,6169,15401,0.40385581
2.8,Premium,I,SI2,61.1,59,9.03,8.98,5.5,15030,25901,0.477275454
0.42,Very Good,H,VS2,60.9,55,4.87,4.89,2.97,1190,41057,0.793408126
1.14,Ideal,J,VS2,61.4,55,6.74,6.77,4.15,4906,10971,0.712516206
0.41,Premium,E,SI2,62.1,58,4.77,4.73,2.95,876,34770,0.964342643
1.19,Premium,H,SI1,62.7,61,6.73,6.66,4.2,5698,14001,0.284128329
1.62,Ideal,G,VS2,61.3,55,7.55,7.6,4.64,16183,26527,0.70147065
0.7,Very Good,I,VVS1,59.5,58,5.78,5.81,3.45,2484,52223,0.214883857
0.51,Ideal,D,VS2,61.6,57,5.19,5.14,3.18,2056,49047,0.509909763
0.33,Ideal,H,VVS2,61.7,56,4.44,4.41,2.73,854,34149,0.190872916
0.28,Ideal,F,VVS2,61.8,56,4.18,4.22,2.6,787,32153,0.528833489
0.33,Ideal,D,VS1,61.1,57,4.46,4.48,2.73,727,30348,0.991493442
1.7,Premium,F,SI1,62.4,57,7.61,7.56,4.73,14611,25680,0.841293823
1.21,Good,J,VS2,61,64,6.89,6.79,4.17,5096,11831,0.939485644
0.41,Premium,G,SI1,62.7,58,4.74,4.7,2.96,923,36042,0.761382896
1.23,Fair,E,I1,67.4,56,6.76,6.56,4.49,3692,4780,0.672775871
0.32,Very Good,G,VVS2,62.3,54,4.38,4.45,2.75,730,30440,0.964872123
1.02,Premium,F,SI2,63,58,6.43,6.37,4.03,4398,8355,0.109351522
1.33,Ideal,G,VVS2,62.6,57,7.04,6.99,4.39,12209,24064,0.913756551
0.35,Premium,H,VS1,61.3,59,4.54,4.57,2.79,614,18037,0.681865189
1.51,Fair,E,SI1,65.3,62,7.16,7.09,4.65,8869,20552,0.965648075
2.36,Ideal,I,SI2,62.8,55,8.47,8.5,5.33,16707,26816,0.667145114
0.31,Premium,G,SI1,61.7,55,4.38,4.37,2.7,593,10410,0.462471538
1.09,Ideal,H,SI1,61.9,56,6.64,6.61,4.1,4871,10834,0.57072776
0.7,Very Good,G,SI1,61.7,57,5.65,5.8,3.53,2010,48709,0.294919765
0.38,Ideal,F,VS1,62.4,54,4.68,4.64,2.91,998,37752,0.390813386
0.72,Ideal,J,IF,62,55,5.74,5.77,3.57,2279,50580,0.847388169
0.53,Good,E,SI2,63.2,54,5.16,5.19,3.27,1141,40480,0.851276863
1.01,Ideal,E,VS1,61.6,57,6.45,6.41,3.96,7565,18557,0.147247913
0.53,Very Good,E,SI1,63.3,56,5.13,5.17,3.26,1326,42552,0.864923394
0.7,Ideal,J,SI1,60.3,57,5.75,5.79,3.48,2096,49350,0.168363054
0.72,Premium,E,VS1,61.5,60,5.79,5.75,3.55,2961,1337,0.544923868
0.7,Very Good,F,VS1,62.8,56,5.64,5.66,3.55,3265,2813,0.313594841
0.8,Very Good,H,VS2,62.8,57,5.87,5.91,3.7,2808,368,0.174267576
0.51,Ideal,D,VS2,61.7,55,5.14,5.11,3.16,1882,47672,0.241892241
1,Ideal,G,VVS2,60.8,57,6.47,6.45,3.93,7885,19120,0.272693484
0.59,Very Good,F,VS2,62.9,55,5.32,5.39,3.37,1622,44779,0.826994796
0.51,Premium,E,SI1,62.6,60,5.13,5.06,3.2,1237,41565,0.023482294
0.39,Premium,J,VS2,61.3,60,4.68,4.65,2.86,746,30971,0.711517526
0.71,Very Good,F,VS2,63.2,59,5.66,5.6,3.56,2319,50922,0.64532657
1.69,Ideal,H,VS1,61,57,7.72,7.66,4.69,13882,25257,0.817461416
1.01,Premium,G,VS2,60.2,59,6.55,6.48,3.92,5864,14528,0.619282252
1.52,Ideal,H,VS2,61.8,54,7.42,7.43,4.59,11379,23332,0.906561507
0.3,Ideal,G,SI2,62.1,58,4.27,4.3,2.66,422,23345,0.857440631
2.26,Very Good,H,SI2,63.3,59,8.35,8.26,5.25,13923,25279,0.827910886
1,Premium,F,SI2,61.5,58,6.41,6.38,3.93,3920,5855,0.48374679
0.27,Very Good,E,VVS2,62.5,59,4.09,4.14,2.57,620,18708,0.966432659
0.7,Premium,F,SI2,59.5,58,5.82,5.72,3.44,2234,50252,0.028739577
0.87,Premium,J,SI1,61.4,57,6.17,6.14,3.78,2321,50951,0.240464811
0.51,Ideal,H,VVS1,62.7,57,5.12,5.15,3.22,1702,45749,0.836965509
1.08,Ideal,I,SI1,61.4,57,6.67,6.62,4.08,4355,8129,0.612556345
1.25,Premium,H,SI2,60.4,59,7.02,6.95,4.22,5950,14788,0.900992711
0.3,Good,D,VVS2,63.6,55,4.25,4.31,2.72,752,31088,0.651591739
0.32,Ideal,G,SI1,62.6,55,4.38,4.41,2.75,445,29956,0.037230203
0.56,Ideal,F,SI1,61.1,56,5.35,5.33,3.26,1811,46844,0.198965566
0.71,Premium,D,SI1,61.4,58,5.79,5.75,3.54,2863,812,0.257559975
0.27,Ideal,I,VS2,62.1,56,4.14,4.18,2.58,534,48305,0.373287601
1.65,Ideal,I,VS2,61.5,57,7.59,7.65,4.69,12495,24271,0.780223663
0.77,Ideal,I,VVS2,62.1,55,5.85,5.9,3.65,2598,53015,0.975335993
0.32,Ideal,G,VS1,61.7,55,4.39,4.43,2.72,645,27031,0.976770909
2.06,Very Good,J,VS2,61.8,59,8.14,8.2,5.05,13948,25294,0.290268078
0.57,Very Good,J,VS2,60.2,62,5.33,5.4,3.23,1072,39337,0.27549433
0.29,Very Good,H,VVS1,62,55,4.24,4.27,2.64,478,36629,0.168269325
0.31,Ideal,G,VVS1,61,57,4.38,4.4,2.68,789,32234,0.514989847
0.3,Premium,F,VS2,62.2,58,4.28,4.31,2.67,605,14382,0.797808834
0.41,Ideal,F,VS2,61,57,4.76,4.81,2.92,863,34362,0.462568454
0.71,Premium,G,VVS1,62.7,58,5.71,5.67,3.57,2694,53562,0.317994629
0.35,Very Good,G,SI1,63.4,56,4.5,4.46,2.84,669,28403,0.845214664
